ben
[bana] PRON.personal.1p.sg,case.dat
[biri]lerinize PRON.indef.pl,poss.2per.pl,case.dat
[biri]lerinizi PRON.indef.pl,poss.2per.pl,case.acc
[biri]lerinizin PRON.indef.pl,poss.2per.pl,case.gen
[biri]lerinizle PRON.indef.pl,poss.2per.pl,case.instr
[biri]lerisin PRON.indef.pl,case.nom,perf.ind.pres.2per.sg
[biri]lerisiniz PRON.indef.pl,case.nom,perf.ind.pres.2per.pl
[biri]leriydi PRON.indef.pl,case.nom,perf.ind.past.3per.sg
[biri]leriyim PRON.indef.pl,case.nom,perf.ind.pres.1per.sg
[biri]leriyiz PRON.indef.pl,case.nom,perf.ind.pres.1per.pl
[biri]leriyken PRON.indef.pl,case.nom,converb
[biri]leriyle PRON.indef.pl,case.instr
[biri]leriyle PRON.indef.pl,poss.3per.pl,case.instr
[biri]leriyle PRON.indef.pl,poss.3per.sg,case.instr
[biri]leriymiş PRON.indef.pl,case.nom,perf.nfh.ind.past.3per.sg
[biri]leriyse PRON.indef.pl,case.nom,perf.cnd.pres.3per.sg
[birisi] PRON.indef.sg,case.nom
[birisi] PRON.indef.sg,poss.3per.pl,case.nom
[birisi] PRON.indef.sg,poss.3per.sg,case.nom
[birisi]dir PRON.indef.sg,case.nom,perf.gen.pres.3per.sg
[birisi]dirler PRON.indef.sg,case.nom,perf.gen.pres.3per.pl
[birisi]lerdir PRON.indef.sg,case.nom,perf.gen.pres.3per.pl
[birisi]mi PRON.indef.sg,poss.1per.sg,case.acc
[birisi]nde PRON.indef.sg,case.loc
[birisi]nde PRON.indef.sg,poss.2per.sg,case.loc
[birisi]nde PRON.indef.sg,poss.3per.pl,case.loc
[birisi]nde PRON.indef.sg,poss.3per.sg,case.loc
[birisi]ndedir PRON.indef.sg,case.loc,perf.gen.pres.3per.sg
[birisi]ndedirler PRON.indef.sg,case.loc,perf.gen.pres.3per.pl
[birisi]ndelerdir PRON.indef.sg,case.loc,perf.gen.pres.3per.pl
[birisi]nden PRON.indef.sg,case.abl
[birisi]nden PRON.indef.sg,poss.2per.sg,case.abl
[birisi]nden PRON.indef.sg,poss.3per.pl,case.abl
[birisi]nden PRON.indef.sg,poss.3per.sg,case.abl
[birisi]ndesin PRON.indef.sg,case.loc,perf.ind.pres.2per.sg
[birisi]ndesiniz PRON.indef.sg,case.loc,perf.ind.pres.2per.pl
[birisi]ndeydi PRON.indef.sg,case.loc,perf.ind.past.3per.sg
[birisi]ndeyim PRON.indef.sg,case.loc,perf.ind.pres.1per.sg
[birisi]ndeyiz PRON.indef.sg,case.loc,perf.ind.pres.1per.pl
[birisi]ndeyken PRON.indef.sg,case.loc,converb
[birisi]ndeymiş PRON.indef.sg,case.loc,perf.nfh.ind.past.3per.sg
[birisi]ndeyse PRON.indef.sg,case.loc,perf.cnd.pres.3per.sg
[birisi]ne PRON.indef.sg,case.dat
[birisi]ne PRON.indef.sg,poss.2per.sg,case.dat
[birisi]ne PRON.indef.sg,poss.3per.pl,case.dat
[birisi]ne PRON.indef.sg,poss.3per.sg,case.dat
[birisi]ni PRON.indef.sg,case.acc
[birisi]ni PRON.indef.sg,poss.2per.sg,case.acc
[birisi]ni PRON.indef.sg,poss.3per.pl,case.acc
[birisi]ni PRON.indef.sg,poss.3per.sg,case.acc
[birisi]nin PRON.indef.sg,case.gen
[birisi]nin PRON.indef.sg,poss.3per.pl,case.gen
[birisi]nin PRON.indef.sg,poss.3per.sg,case.gen
[birisi]niz PRON.indef.sg,poss.2per.pl,case.nom
[birisi]sin PRON.indef.sg,case.nom,perf.ind.pres.2per.sg
[birisi]siniz PRON.indef.sg,case.nom,perf.ind.pres.2per.pl
[birisi]ydi PRON.indef.sg,case.nom,perf.ind.past.3per.sg
[birisi]yim PRON.indef.sg,case.nom,perf.ind.pres.1per.sg
[birisi]yiz PRON.indef.sg,case.nom,perf.ind.pres.1per.pl
[birisi]yken PRON.indef.sg,case.nom,converb
[birisi]yle PRON.indef.sg,case.instr
[birisi]yleyken PRON.indef.sg,case.instr,converb
[birisi]yle PRON.indef.sg,poss.3per.pl,case.instr
[birisi]yle PRON.indef.sg,poss.3per.sg,case.instr
[birisi]ymiş PRON.indef.sg,case.nom,perf.nfh.ind.past.3per.sg
[birisi]yse PRON.indef.sg,case.nom,perf.cnd.pres.3per.sg
[birisi]yimdir PRON.indef.sg,perf.gen.pres.1per.sing
[birisi]ndir PRON.indef.sg,perf.gen.pres.2per.sing
[birisi]yizdir PRON.indef.sg,perf.gen.pres.3per.sing
[birisi]nizdir PRON.indef.sg,perf.gen.pres.1per.pl
[birisi]lerdir PRON.indef.sg,perf.gen.pres.2per.pl
[birisi]dirler PRON.indef.sg,perf.gen.pres.3per.pl
[birisi]ydim PRON.indef.sg,perf.ind.past.1per.sing
[birisi]ydin PRON.indef.sg,perf.ind.past.2per.sing
[birisi]ydi PRON.indef.sg,perf.ind.past.3per.sing
[birisi]ydik PRON.indef.sg,perf.ind.past.1per.pl
[birisi]ydiniz PRON.indef.sg,perf.ind.past.2per.pl
[birisi]ydiler PRON.indef.sg,perf.ind.past.3per.pl
[birisi]ymişim PRON.indef.sg,perf.nfh.ind.past.1per.sing
[birisi]ymişsin PRON.indef.sg,perf.nfh.ind.past.2per.sing
[birisi]ymişiz PRON.indef.sg,perf.nfh.ind.past.1per.pl
[birisi]ymişsiniz PRON.indef.sg,perf.nfh.ind.past.2per.pl
[birisi]lermiş PRON.indef.sg,perf.nfh.ind.past.3per.pl
[birisi]ymişler PRON.indef.sg,perf.nfh.ind.past.3per.pl
[birisi]ysem PRON.indef.sg,perf.cnd.pres.1per.sing
[birisi]ysen PRON.indef.sg,perf.cnd.pres.2per.sing
[birisi]ysek PRON.indef.sg,perf.cnd.pres.1per.pl
[birisi]yseniz PRON.indef.sg,perf.cnd.pres.2per.pl
[birisi]yseler PRON.indef.sg,perf.cnd.pres.3per.pl
[birisi]yleydim PRON.indef.sg,case.instr,perf.ind.past.1per.sing
[birisi]yleydin PRON.indef.sg,case.instr,perf.ind.past.2per.sing
[birisi]yleydi PRON.indef.sg,case.instr,perf.ind.past.3per.sing
[birisi]yleydik PRON.indef.sg,case.instr,perf.ind.past.1per.pl
[birisi]yleydiniz PRON.indef.sg,case.instr,perf.ind.past.2per.pl
[birisi]yleydiler PRON.indef.sg,case.instr,perf.ind.past.3per.pl
[birisi]ylelerdi PRON.indef.sg,case.instr,perf.ind.past.3per.pl
[birisi]yleyim PRON.indef.sg,case.instr,perf.ind.pres.1per.sing
[birisi]ylesin PRON.indef.sg,case.instr,perf.ind.pres.2per.sing
[birisi]yleyiz PRON.indef.sg,case.instr,perf.ind.pres.1per.pl
[birisi]ylesiniz PRON.indef.sg,case.instr,perf.ind.pres.2per.pl
[birisi]yleler PRON.indef.sg,case.instr,perf.ind.pres.3per.pl
[birisi]yleyimdir PRON.indef.sg,case.instr,perf.gen.pres.1per.sing
[birisi]ylesindir PRON.indef.sg,case.instr,perf.gen.pres.2per.sing
[birisi]yledir PRON.indef.sg,case.instr,perf.gen.pres.3per.sing
[birisi]yleyizdir PRON.indef.sg,case.instr,perf.gen.pres.1per.pl
[birisi]ylesinizdir PRON.indef.sg,case.instr,perf.gen.pres.2per.pl
[birisi]yledirler PRON.indef.sg,case.instr,perf.gen.pres.3per.pl
[birisi]ylelerdir PRON.indef.sg,case.instr,perf.gen.pres.3per.pl
[birisi]yleymişim PRON.indef.sg,case.instr,perf.nfh.ind.past.1per.sing
[birisi]yleymişsin PRON.indef.sg,case.instr,perf.nfh.ind.past.2per.sing
[birisi]yleymiş PRON.indef.sg,case.instr,perf.nfh.ind.past.3per.sing
[birisi]yleymişimiz PRON.indef.sg,case.instr,perf.nfh.ind.past.1per.pl
[birisi]yleymişsiniz PRON.indef.sg,case.instr,perf.nfh.ind.past.2per.pl
[birisi]yleymişler PRON.indef.sg,case.instr,perf.nfh.ind.past.3per.pl
[birisi]ylelermiş PRON.indef.sg,case.instr,perf.nfh.ind.past.3per.pl
[birisi]yleysem PRON.indef.sg,case.instr,perf.cnd.pres.1per.sing
[birisi]yleysen PRON.indef.sg,case.instr,perf.cnd.pres.2per.sing
[birisi]yleyse PRON.indef.sg,case.instr,perf.cnd.pres.3per.sing
[birisi]yleysek PRON.indef.sg,case.instr,perf.cnd.pres.1per.pl
[birisi]yleyseniz PRON.indef.sg,case.instr,perf.cnd.pres.2per.pl
[birisi]yleyseler PRON.indef.sg,case.instr,perf.cnd.pres.3per.pl
[birisi]ylelerse PRON.indef.sg,case.instr,perf.cnd.pres.3per.pl
[birisi]yleyken PRON.indef.sg,case.instr,converb
[birisi]nde PRON.indef.sg,case.loc
[birisi]ndeki PRON.indef.sg,case.loc,<ki>
[birisi]ndekini PRON.indef.sg,case.loc,<ki>,case.acc
[birisi]ndekine PRON.indef.sg,case.loc,<ki>,case.dat
[birisi]ndekinde PRON.indef.sg,case.loc,<ki>,case.loc
[birisi]ndekinden PRON.indef.sg,case.loc,<ki>,case.abl
[birisi]ndekiyle PRON.indef.sg,case.loc,<ki>,case.instr
[birisi]ndekinin PRON.indef.sg,case.loc,<ki>,case.gen
[birisi]nden PRON.indef.sg,case.abl
[birisi]ninki PRON.indef.sg,case.gen,<ki>
[birisi]ninki PRON.indef.sg,poss.3per.pl,case.gen,<ki>
[birisi]ninki PRON.indef.sg,case.gen,<ki>
[birisi]ninkiyle PRON.indef.sg,case.gen,<ki>,case.instr
[birisi]ninkiyleyim PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.pres.1per.sing
[birisi]ninkiylesin PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.pres.2per.sing
[birisi]ninkiyleyiz PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.pres.1per.pl
[birisi]ninkiylesiniz PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.pres.2per.pl
[birisi]ninkiyleler PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.pres.3per.pl
[birisi]ninkiyleyimdir PRON.indef.sg,case.gen,<ki>,case.instr,perf.gen.pres.1per.sing
[birisi]ninkiylesindir PRON.indef.sg,case.gen,<ki>,case.instr,perf.gen.pres.2per.sing
[birisi]ninkiyledir PRON.indef.sg,case.gen,<ki>,case.instr,perf.gen.pres.3per.sing
[birisi]ninkiyleyizdir PRON.indef.sg,case.gen,<ki>,case.instr,perf.gen.pres.1per.pl
[birisi]ninkiylesinizdir PRON.indef.sg,case.gen,<ki>,case.instr,perf.gen.pres.2per.pl
[birisi]ninkiyledirler PRON.indef.sg,case.gen,<ki>,case.instr,perf.gen.pres.3per.pl
[birisi]ninkiylelerdir PRON.indef.sg,case.gen,<ki>,case.instr,perf.gen.pres.3per.pl
[birisi]ninkiyleydim PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.past.1per.sing
[birisi]ninkiyleydin PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.past.2per.sing
[birisi]ninkiyleydi PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.past.3per.sing
[birisi]ninkiyleydik PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.past.1per.pl
[birisi]ninkiyleydiniz PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.past.2per.pl
[birisi]ninkiyleydiler PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.past.3per.pl
[birisi]ninkiylelerdi PRON.indef.sg,case.gen,<ki>,case.instr,perf.ind.past.3per.pl
[birisi]ninkiyleymişim PRON.indef.sg,case.gen,<ki>,case.instr,perf.nfh.ind.past.1per.sing
[birisi]ninkiyleymişsin PRON.indef.sg,case.gen,<ki>,case.instr,perf.nfh.ind.past.2per.sing
[birisi]ninkiyleymiş PRON.indef.sg,case.gen,<ki>,case.instr,perf.nfh.ind.past.3per.sing
[birisi]ninkiyleymişiz PRON.indef.sg,case.gen,<ki>,case.instr,perf.nfh.ind.past.1per.pl
[birisi]ninkiyleymişsiniz PRON.indef.sg,case.gen,<ki>,case.instr,perf.nfh.ind.past.2per.pl
[birisi]ninkiyleymişler PRON.indef.sg,case.gen,<ki>,case.instr,perf.nfh.ind.past.3per.pl
[birisi]ninkiylelermiş PRON.indef.sg,case.gen,<ki>,case.instr,perf.nfh.ind.past.3per.pl
[birisi]ninkiyleyken PRON.indef.sg,case.gen,<ki>,case.instr,converb
[birisi]ninkini PRON.indef.sg,case.gen,<ki>,case.acc
[birisi]ninkine PRON.indef.sg,case.gen,<ki>,case.dat
[birisi]ninkinde PRON.indef.sg,case.gen,<ki>,case.loc
[birisi]ninkindeyim PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.pres.1per.sing
[birisi]ninkindesin PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.pres.2per.sing
[birisi]ninkindeyiz PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.pres.1per.pl
[birisi]ninkindesiniz PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.pres.2per.pl
[birisi]ninkindeler PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.pres.3per.pl
[birisi]ninkindeyimdir PRON.indef.sg,case.gen,<ki>,case.loc,perf.gen.pres.1per.sing
[birisi]ninkindesindir PRON.indef.sg,case.gen,<ki>,case.loc,perf.gen.pres.2per.sing
[birisi]ninkindedir PRON.indef.sg,case.gen,<ki>,case.loc,perf.gen.pres.3per.sing
[birisi]ninkindeyizdir PRON.indef.sg,case.gen,<ki>,case.loc,perf.gen.pres.1per.pl
[birisi]ninkindesinizdir PRON.indef.sg,case.gen,<ki>,case.loc,perf.gen.pres.2per.pl
[birisi]ninkindedirler PRON.indef.sg,case.gen,<ki>,case.loc,perf.gen.pres.3per.pl
[birisi]ninkindelerdir PRON.indef.sg,case.gen,<ki>,case.loc,perf.gen.pres.3per.pl
[birisi]ninkindeydim PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.past.1per.sing
[birisi]ninkindeydin PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.past.2per.sing
[birisi]ninkindeydi PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.past.3per.sing
[birisi]ninkindeydik PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.past.1per.pl
[birisi]ninkindeydiniz PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.past.2per.pl
[birisi]ninkindeydiler PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.past.3per.pl
[birisi]ninkindelerdi PRON.indef.sg,case.gen,<ki>,case.loc,perf.ind.past.3per.pl
[birisi]ninkindeymişim PRON.indef.sg,case.gen,<ki>,case.loc,perf.nfh.ind.past.1per.sing
[birisi]ninkindeymişsin PRON.indef.sg,case.gen,<ki>,case.loc,perf.nfh.ind.past.2per.sing
[birisi]ninkindeymiş PRON.indef.sg,case.gen,<ki>,case.loc,perf.nfh.ind.past.3per.sing
[birisi]ninkindeymişimiz PRON.indef.sg,case.gen,<ki>,case.loc,perf.nfh.ind.past.1per.pl
[birisi]ninkindeymişsiniz PRON.indef.sg,case.gen,<ki>,case.loc,perf.nfh.ind.past.2per.pl
[birisi]ninkindeymişler PRON.indef.sg,case.gen,<ki>,case.loc,perf.nfh.ind.past.3per.pl
[birisi]ninkindelermiş PRON.indef.sg,case.gen,<ki>,case.loc,perf.nfh.ind.past.3per.pl
[birisi]ninkinden PRON.indef.sg,case.gen,<ki>,case.abl
[birisi]ninkinin PRON.indef.sg,case.gen,<ki>,case.gen
böyle
[böyle]leri PRON.indef.pl,case.nom
[böyle]leri PRON.indef.pl,poss.3per.pl,case.nom
[böyle]leri PRON.indef.pl,poss.3per.sg,case.nom
[böyle]leriyimdir PRON.indef.pl,case.nom,perf.gen.pres.1per.sg
[böyle]lerisindir PRON.indef.pl,case.nom,perf.gen.pres.2per.sg
[böyle]leridir PRON.indef.pl,case.nom,perf.gen.pres.3per.sg
[böyle]leriyizdir PRON.indef.pl,case.nom,perf.gen.pres.1per.pl
[böyle]lerisinizdir PRON.indef.pl,case.nom,perf.gen.pres.2per.pl
[böyle]leridirler PRON.indef.pl,case.nom,perf.gen.pres.3per.pl
[böyle]lerilerdir PRON.indef.pl,case.nom,perf.gen.pres.3per.pl
[böyle]lerim PRON.indef.pl,poss.1per.sg,case.nom
[böyle]lerimde PRON.indef.pl,poss.1per.sg,case.loc
[böyle]lerimdeyken PRON.indef.pl,poss.1per.sg,case.loc,converb
[böyle]lerimdeki PRON.indef.pl,poss.1per.sg,case.loc,<ki>
[böyle]lerimdekiyken PRON.indef.pl,poss.1per.sg,case.loc,<ki>,converb
[böyle]lerimdekiyle PRON.indef.pl,poss.1per.sg,case.loc,<ki>,case.instr
[böyle]lerimdekiyleyken PRON.indef.pl,poss.1per.sg,case.loc,<ki>,case.instr,converb
[böyle]lerimdekini PRON.indef.pl,poss.1per.sg,case.loc,<ki>,case.acc
[böyle]lerimdekinin PRON.indef.pl,poss.1per.sg,case.loc,<ki>,case.gen
[böyle]lerimdekine PRON.indef.pl,poss.1per.sg,case.loc,<ki>,case.dat
[böyle]lerimdekinde PRON.indef.pl,poss.1per.sg,case.loc,<ki>,case.loc
[böyle]lerimdekinden PRON.indef.pl,poss.1per.sg,case.loc,<ki>,case.abl
[böyle]lerimden PRON.indef.pl,poss.1per.sg,case.abl
[böyle]lerime PRON.indef.pl,poss.1per.sg,case.dat
[böyle]lerimi PRON.indef.pl,poss.1per.sg,case.acc
[böyle]lerimin PRON.indef.pl,poss.1per.sg,case.gen
[böyle]leriminki PRON.indef.pl,poss.1per.sg,case.gen,<ki>
[böyle]leriminkiyken PRON.indef.pl,poss.1per.sg,case.gen,<ki>,converb
[böyle]leriminkiyle PRON.indef.pl,poss.1per.sg,case.gen,<ki>,case.instr
[böyle]leriminkiyleyken PRON.indef.pl,poss.1per.sg,case.gen,<ki>,case.instr,converb
[böyle]leriminkini PRON.indef.pl,poss.1per.sg,case.gen,<ki>,case.acc
[böyle]leriminkine PRON.indef.pl,poss.1per.sg,case.gen,<ki>,case.dat
[böyle]leriminkinin PRON.indef.pl,poss.1per.sg,case.gen,<ki>,case.gen
[böyle]leriminkinde PRON.indef.pl,poss.1per.sg,case.gen,<ki>,case.loc
[böyle]leriminkinden PRON.indef.pl,poss.1per.sg,case.gen,<ki>,case.abl
[böyle]lerimiz PRON.indef.pl,poss.1per.pl,case.nom
[böyle]lerimizde PRON.indef.pl,poss.1per.pl,case.loc
[böyle]lerimizdeki PRON.indef.pl,poss.1per.pl,case.loc,<ki>
[böyle]lerimizdekiyken PRON.indef.pl,poss.1per.pl,case.loc,<ki>,converb
[böyle]lerimizdekiyle PRON.indef.pl,poss.1per.pl,case.loc,<ki>,case.instr
[böyle]lerimizdekiyleyken PRON.indef.pl,poss.1per.pl,case.loc,<ki>,case.instr,converb
[böyle]lerimizdekini PRON.indef.pl,poss.1per.pl,case.loc,<ki>,case.acc
[böyle]lerimizdekinin PRON.indef.pl,poss.1per.pl,case.loc,<ki>,case.gen
[böyle]lerimizdekine PRON.indef.pl,poss.1per.pl,case.loc,<ki>,case.dat
[böyle]lerimizdekinde PRON.indef.pl,poss.1per.pl,case.loc,<ki>,case.loc
[böyle]lerimizdekindeyken PRON.indef.pl,poss.1per.pl,case.loc,<ki>,case.loc,converb
[böyle]lerimizdekinden PRON.indef.pl,poss.1per.pl,case.loc,<ki>,case.abl
[böyle]lerimizden PRON.indef.pl,poss.1per.pl,case.abl
[böyle]lerimize PRON.indef.pl,poss.1per.pl,case.dat
[böyle]lerimizi PRON.indef.pl,poss.1per.pl,case.acc
[böyle]lerimizin PRON.indef.pl,poss.1per.pl,case.gen
[böyle]lerimizinki PRON.indef.pl,poss.1per.pl,case.gen,<ki>
[böyle]lerimizinkiyken PRON.indef.pl,poss.1per.pl,case.gen,<ki>,converb
[böyle]lerimizinkiyle PRON.indef.pl,poss.1per.pl,case.gen,<ki>,case.instr
[böyle]lerimizinkiyleyken PRON.indef.pl,poss.1per.pl,case.gen,<ki>,case.instr,converb
[böyle]lerimizinkini PRON.indef.pl,poss.1per.pl,case.gen,<ki>,case.acc
[böyle]lerimizinkinin PRON.indef.pl,poss.1per.pl,case.gen,<ki>,case.gen
[böyle]lerimizinkine PRON.indef.pl,poss.1per.pl,case.gen,<ki>,case.dat
[böyle]lerimizinkinde PRON.indef.pl,poss.1per.pl,case.gen,<ki>,case.loc
[böyle]lerimizinkindeyken PRON.indef.pl,poss.1per.pl,case.gen,<ki>,case.loc,converb
[böyle]lerimizinkinden PRON.indef.pl,poss.1per.pl,case.gen,<ki>,case.abl
[böyle]lerimizle PRON.indef.pl,poss.1per.pl,case.instr
[böyle]lerimizleyken PRON.indef.pl,poss.1per.pl,case.instr,converb
[böyle]lerimle PRON.indef.pl,poss.1per.sg,case.instr
[böyle]lerimleyken PRON.indef.pl,poss.1per.sg,case.instr,converb
[böyle]lerin PRON.indef.pl,poss.2per.sg,case.nom
[böyle]lerin PRON.indef.pl,case.gen
[böyle]lerinki PRON.indef.pl,case.gen,<ki>
[böyle]lerinkiyle PRON.indef.pl,case.gen,<ki>,case.instr
[böyle]lerinkiyleyken PRON.indef.pl,case.gen,<ki>,case.instr,converb
[böyle]lerinkiyken PRON.indef.pl,case.gen,<ki>,converb
[böyle]lerinkini PRON.indef.pl,case.gen,<ki>,case.acc
[böyle]lerinkinin PRON.indef.pl,case.gen,<ki>,case.gen
[böyle]lerinkine PRON.indef.pl,case.gen,<ki>,case.dat
[böyle]lerinkinde PRON.indef.pl,case.gen,<ki>,case.loc
[böyle]lerinkindeyken PRON.indef.pl,case.gen,<ki>,case.loc,converb
[böyle]lerinkinden PRON.indef.pl,case.gen,<ki>,case.abl
[böyle]lerinde PRON.indef.pl,case.loc
[böyle]lerinde PRON.indef.pl,poss.2per.sg,case.loc
[böyle]lerinde PRON.indef.pl,poss.3per.pl,case.loc
[böyle]lerinde PRON.indef.pl,poss.3per.sg,case.loc
[böyle]lerindeyken PRON.indef.pl,case.loc,converb
[böyle]lerindeyken PRON.indef.pl,poss.2per.sg,case.loc,converb
[böyle]lerindeyken PRON.indef.pl,poss.3per.pl,case.loc,converb
[böyle]lerindeyken PRON.indef.pl,poss.3per.sg,case.loc,converb
[böyle]lerindeki PRON.indef.pl,case.loc,<ki>
[böyle]lerindeki PRON.indef.pl,poss.2per.sg,case.loc,<ki>
[böyle]lerindeki PRON.indef.pl,poss.3per.pl,case.loc,<ki>
[böyle]lerindeki PRON.indef.pl,poss.3per.sg,case.loc,<ki>
[böyle]lerindekiyle PRON.indef.pl,case.loc,<ki>,case.instr
[böyle]lerindekiyle PRON.indef.pl,poss.2per.sg,case.loc,<ki>,case.instr
[böyle]lerindekiyle PRON.indef.pl,poss.3per.pl,case.loc,<ki>,case.instr
[böyle]lerindekiyle PRON.indef.pl,poss.3per.sg,case.loc,<ki>,case.instr
[böyle]lerindekiyleyken PRON.indef.pl,case.loc,<ki>,case.instr,converb
[böyle]lerindekiyleyken PRON.indef.pl,poss.2per.sg,case.loc,<ki>,case.instr,converb
[böyle]lerindekiyleyken PRON.indef.pl,poss.3per.pl,case.loc,<ki>,case.instr,converb
[böyle]lerindekiyleyken PRON.indef.pl,poss.3per.sg,case.loc,<ki>,case.instr,converb
[böyle]lerindekini PRON.indef.pl,case.loc,<ki>,case.acc
[böyle]lerindekini PRON.indef.pl,poss.2per.sg,case.loc,<ki>,case.acc
[böyle]lerindekini PRON.indef.pl,poss.3per.pl,case.loc,<ki>,case.acc
[böyle]lerindekini PRON.indef.pl,poss.3per.sg,case.loc,<ki>,case.acc
[böyle]lerindekinin PRON.indef.pl,case.loc,<ki>,case.gen
[böyle]lerindekinin PRON.indef.pl,poss.2per.sg,case.loc,<ki>,case.gen
[böyle]lerindekinin PRON.indef.pl,poss.3per.pl,case.loc,<ki>,case.gen
[böyle]lerindekinin PRON.indef.pl,poss.3per.sg,case.loc,<ki>,case.gen
[böyle]lerindekine PRON.indef.pl,case.loc,<ki>,case.dat
[böyle]lerindekine PRON.indef.pl,poss.2per.sg,case.loc,<ki>,case.dat
[böyle]lerindekine PRON.indef.pl,poss.3per.pl,case.loc,<ki>,case.dat
[böyle]lerindekine PRON.indef.pl,poss.3per.sg,case.loc,<ki>,case.dat
[böyle]lerindekinde PRON.indef.pl,case.loc,<ki>,case.loc
[böyle]lerindekinde PRON.indef.pl,poss.2per.sg,case.loc,<ki>,case.loc
[böyle]lerindekinde PRON.indef.pl,poss.3per.pl,case.loc,<ki>,case.loc
[böyle]lerindekinde PRON.indef.pl,poss.3per.sg,case.loc,<ki>,case.loc
[böyle]lerindekinden PRON.indef.pl,case.loc,<ki>,case.abl
[böyle]lerindekinden PRON.indef.pl,poss.2per.sg,case.loc,<ki>,case.abl
[böyle]lerindekinden PRON.indef.pl,poss.3per.pl,case.loc,<ki>,case.abl
[böyle]lerindekinden PRON.indef.pl,poss.3per.sg,case.loc,<ki>,case.abl
[böyle]lerindekindeyken PRON.indef.pl,case.loc,<ki>,case.loc,converb
[böyle]lerindekindeyken PRON.indef.pl,poss.2per.sg,case.loc,<ki>,case.loc,converb
[böyle]lerindekindeyken PRON.indef.pl,poss.3per.pl,case.loc,<ki>,case.loc,converb
[böyle]lerindekindeyken PRON.indef.pl,poss.3per.sg,case.loc,<ki>,case.loc,converb
[böyle]lerindeyimdir PRON.indef.pl,case.loc,perf.gen.pres.1per.sg
[böyle]lerindesindir PRON.indef.pl,case.loc,perf.gen.pres.2per.sg
[böyle]lerindedir PRON.indef.pl,case.loc,perf.gen.pres.3per.sg
[böyle]lerindeyizdir PRON.indef.pl,case.loc,perf.gen.pres.1per.pl
[böyle]lerindesinizdir PRON.indef.pl,case.loc,perf.gen.pres.2per.pl
[böyle]lerindedirler PRON.indef.pl,case.loc,perf.gen.pres.3per.pl
[böyle]lerindelerdir PRON.indef.pl,case.loc,perf.gen.pres.3per.pl
[böyle]lerinden PRON.indef.pl,case.abl
[böyle]lerinden PRON.indef.pl,poss.2per.sg,case.abl
[böyle]lerinden PRON.indef.pl,poss.3per.pl,case.abl
[böyle]lerinden PRON.indef.pl,poss.3per.sg,case.abl
[böyle]lerindesin PRON.indef.pl,case.loc,perf.ind.pres.2per.sg
[böyle]lerindesiniz PRON.indef.pl,case.loc,perf.ind.pres.2per.pl
[böyle]lerindeydim PRON.indef.pl,case.loc,perf.ind.past.1per.sg
[böyle]lerindeydin PRON.indef.pl,case.loc,perf.ind.past.2per.sg
[böyle]lerindeydi PRON.indef.pl,case.loc,perf.ind.past.3per.sg
[böyle]lerindeydik PRON.indef.pl,case.loc,perf.ind.past.1per.pl
[böyle]lerindeydiniz PRON.indef.pl,case.loc,perf.ind.past.2per.pl
[böyle]lerindeydiler PRON.indef.pl,case.loc,perf.ind.past.3per.pl
[böyle]lerindelerdi PRON.indef.pl,case.loc,perf.ind.past.3per.pl
[böyle]lerindeyim PRON.indef.pl,case.loc,perf.ind.pres.1per.sg
[böyle]lerindesin PRON.indef.pl,case.loc,perf.ind.pres.2per.sg
[böyle]lerindeyiz PRON.indef.pl,case.loc,perf.ind.pres.1per.pl
[böyle]lerindesiniz PRON.indef.pl,case.loc,perf.ind.pres.2per.pl
[böyle]lerindeler PRON.indef.pl,case.loc,perf.ind.pres.3per.pl
[böyle]lerindeyken PRON.indef.pl,case.loc,converb
[böyle]lerindeymişim PRON.indef.pl,case.loc,perf.nfh.ind.past.1per.sg
[böyle]lerindeymişsin PRON.indef.pl,case.loc,perf.nfh.ind.past.2per.sg
[böyle]lerindeymiş PRON.indef.pl,case.loc,perf.nfh.ind.past.3per.sg
[böyle]lerindeymişiz PRON.indef.pl,case.loc,perf.nfh.ind.past.1per.pl
[böyle]lerindeymişsiniz PRON.indef.pl,case.loc,perf.nfh.ind.past.2per.pl
